label,HK1_drl,HK2_drl,HK3_drl,HK4_drl,HK5_drl,HK6_drl,HK7_drl,HK8_drl,HK9_drl,HK10_drl,HK11_drl,HK12_drl,HK1_dtbhk,HK2_dtbhk,HK3_dtbhk,HK4_dtbhk,HK5_dtbhk,HK6_dtbhk,HK7_dtbhk,HK8_dtbhk,HK9_dtbhk,HK10_dtbhk,HK11_dtbhk,HK12_dtbhk,HK1_sotchk,HK2_sotchk,HK3_sotchk,HK4_sotchk,HK5_sotchk,HK6_sotchk,HK7_sotchk,HK8_sotchk,HK9_sotchk,HK10_sotchk,HK11_sotchk,HK12_sotchk,pass_avsc,CCHV_1,CCHV_2,CCHV_3,CCHV_4,CCHV_5,CCHV_6
1,52.0,69.0,68.0,48.0,68.0,68.0,51.0,,,,,,7.06,5.6,2.87,0.95,4.15,6.5,0.33,,,,,,17.0,21.0,23.0,23.0,11.0,24.0,24.0,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,100.0,97.0,100.0,92.0,87.0,66.0,90.0,85.0,,70.0,,,8.38,6.99,8.2,7.83,6.71,6.58,6.11,4.14,,,,,13.0,26.0,27.0,18.0,17.0,23.0,16.0,14.0,,,,,,,,,,,
1,87.0,74.0,60.0,57.0,71.0,55.0,54.0,55.0,,,,,6.77,5.22,5.1,4.48,1.6150000000000002,1.87,2.43,0.49,,,,,13.0,14.0,24.0,20.0,8.0,6.0,11.5,11.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,86.0,78.0,77.0,81.0,66.0,73.0,,70.0,60.0,65.0,50.0,,8.65,5.9,7.52,8.12,7.54,7.98,,,,,,,17.0,26.0,23.0,25.0,25.0,24.0,,,,,,,,,,,,,
1,85.0,74.0,52.0,37.0,61.0,,,,,,,,6.59,4.69,6.79,6.22,6.64,,,,,,,,19.0,15.0,18.0,24.0,15.0,,,,,,,,,,,,,,
0,92.0,83.0,89.0,80.0,76.0,75.0,84.0,89.0,,,,,7.18,5.66,5.64,6.33,4.58,4.78,7.119999999999999,7.8,,,,,19.0,19.0,24.0,22.0,15.0,18.0,16.5,22.0,,,,,True,,,,,,
0,96.0,92.0,100.0,82.0,100.0,85.0,80.0,,,,,,7.45,7.86,8.62,8.5,8.68,8.48,9.07,,,,,,22.0,18.0,25.0,15.0,20.0,16.0,15.0,,,,,,,,,,,,
1,75.0,56.0,56.0,55.0,77.0,59.0,,53.0,,,,,7.11,5.08,6.32,4.47,5.47,1.01,,,,,,,19.0,22.0,20.0,19.0,12.0,15.0,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,34.0,49.0,62.0,35.0,67.0,73.0,65.0,68.0,,50.0,53.0,,5.61,5.64,7.66,5.83,5.33,6.91,7.12,7.42,,,,,19.0,22.0,12.0,20.0,21.0,18.0,21.0,12.0,,,,,,,,,,,
0,87.0,75.0,77.0,67.0,67.0,58.0,76.0,80.0,,,,,8.38,7.43,7.41,7.07,6.8,6.29,7.21,8.41,,,,,13.0,22.0,30.0,20.0,20.0,23.0,20.0,8.0,,,,,,,,,,,
0,77.0,60.0,58.0,75.0,76.0,75.0,76.0,75.0,56.0,,,,7.12,5.57,5.71,6.97,6.54,7.09,7.970000000000001,8.34,6.5,,,,17.0,19.0,19.0,16.0,20.0,18.0,10.0,14.0,10.0,,,,,,,,,,
1,90.0,73.0,,,,,,,,,,,3.23,0.0,,,,,,,,,,,7.0,2.0,,,,,,,,,,,False,,,,,,
0,94.0,70.0,66.0,72.0,73.0,68.0,80.0,75.0,100.0,,58.0,,6.85,4.38,7.1,7.25,6.76,7.29,7.39,7.18,4.71,,,,17.0,21.0,20.0,26.0,22.0,22.0,18.0,12.0,7.0,,,,,,,,,,
0,76.0,78.0,85.0,43.0,60.0,64.0,76.0,75.0,,75.0,,,6.66,6.1,7.04,6.88,7.875,7.71,7.88,7.33,,,,,19.0,13.0,16.0,14.0,11.5,15.0,13.0,9.0,,,,,,,,,,,
0,66.0,77.0,90.0,85.0,86.0,90.0,96.0,,,,,,8.02,6.92,8.55,7.32,8.25,8.63,8.76,,,,,,17.0,21.0,22.0,23.0,15.0,16.0,10.5,,,,,,True,,,,,,
0,90.0,59.0,57.0,82.0,75.0,69.0,68.0,70.0,,55.0,,,6.2,4.84,6.24,7.75,7.23,6.67,7.0,7.63,,,,,22.0,22.0,19.0,22.0,10.0,25.0,26.0,14.0,,,,,,,,,,,
0,72.0,71.0,66.0,72.0,78.0,78.0,76.0,,53.0,58.0,,,7.58,6.34,7.28,7.21,7.59,7.77,7.75,,,,,,17.0,21.0,18.0,23.0,21.0,15.0,10.0,,,,,,,,,,,,
0,93.0,71.0,66.0,80.0,90.0,80.0,91.0,,87.0,58.0,53.0,,8.34,6.98,8.72,7.57,8.36,8.95,8.38,,,,,,17.0,24.0,17.0,22.0,20.0,16.0,16.0,,,,,,,,,,,,
0,88.0,86.0,89.0,78.0,87.0,90.0,76.0,,65.0,,,,7.65,7.37,7.15,7.51,8.5,7.81,8.03,,,,,,13.0,19.0,26.0,19.0,21.0,18.0,14.0,,,,,,,,,,,,
0,85.0,72.0,64.0,85.0,80.0,75.0,86.0,,,,,,8.99,7.5,8.1,8.73,7.95,9.14,8.68,,,,,,15.0,21.0,27.0,16.0,22.0,19.0,18.0,,,,,,,,,,,,
0,95.0,88.0,86.0,99.0,90.0,100.0,90.0,90.0,84.0,,,,8.1,8.02,9.25,8.63,7.81,7.99,8.27,8.54,7.6,,,,17.0,21.0,17.0,20.0,14.0,19.0,17.0,14.0,10.0,,,,,,,,,,
0,73.0,82.0,77.0,86.0,76.0,83.0,80.0,75.0,,,,,6.15,7.37,6.61,6.44,7.78,7.12,7.78,6.59,,,,,13.0,21.0,24.0,26.0,16.0,19.0,24.0,7.0,,,,,,,,,,,
0,71.0,81.0,87.0,83.0,68.0,80.0,100.0,90.0,,75.0,,,8.19,7.6,8.81,8.51,9.09,8.94,8.82,8.96,,,,,13.0,22.0,23.0,22.0,16.0,15.0,20.0,10.0,,,,,,,,,,,
1,58.0,38.0,63.0,53.0,75.0,70.0,58.0,,,,,,5.92,3.4,1.56,4.15,4.87,1.13,1.82,,,,,,17.0,14.0,17.0,19.0,14.0,18.0,14.5,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,
0,85.0,73.0,64.0,78.0,76.0,75.0,76.0,80.0,,,,,8.9,6.94,7.87,7.78,6.87,6.97,7.86,6.81,,,,,13.0,21.0,22.0,20.0,20.0,15.0,17.0,15.0,,,,,,,,,,,
0,86.0,72.0,62.0,69.0,88.0,68.0,76.0,75.0,,70.0,,,7.23,5.92,7.46,6.75,8.02,7.64,8.34,8.38,,,,,17.0,20.0,25.0,15.0,16.0,16.0,19.0,18.0,,,,,,,,,,,
1,67.0,66.0,64.0,24.0,30.0,,0.0,,,,,,4.5,4.18,2.665,5.09,4.34,,,,,,,,22.0,19.0,14.0,13.0,25.0,,,,,,,,,,,,,,
1,82.0,80.0,66.0,79.0,80.0,74.0,75.0,70.0,,58.0,,,6.51,6.8,6.42,6.37,6.6,5.11,5.16,2.29,,,,,17.0,17.0,21.0,22.0,20.0,15.0,19.0,14.0,,,,,,,,,,,
1,100.0,86.0,100.0,98.0,74.0,,46.0,,,,,,9.44,8.19,9.67,9.2,9.26,,,,,,,,17.0,22.0,21.0,17.0,14.0,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,56.0,58.0,76.0,80.0,76.0,80.0,83.0,,,,,,6.65,5.02,5.22,6.24,6.93,7.41,6.484999999999999,,,,,,17.0,19.0,13.0,16.0,23.0,27.0,13.5,,,,,,True,,,,,,
1,95.0,92.0,82.0,60.0,66.0,77.0,80.0,70.0,,,,,7.5,7.03,6.19,6.26,7.31,7.14,7.6899999999999995,2.61,,,,,24.0,23.0,21.0,19.0,14.0,16.0,9.0,7.0,,,,,,,,,,,
0,62.0,83.0,80.0,80.0,80.0,90.0,100.0,98.0,,,,,7.63,7.78,7.7,8.38,8.13,8.9,8.52,9.0,,,,,12.0,13.0,14.5,20.0,17.0,21.0,13.0,6.0,,,,,True,,,,,,
1,80.0,79.0,78.0,63.0,85.0,65.0,54.0,53.0,41.0,,,,4.93,3.8,6.3,5.69,7.380000000000001,5.07,1.98,0.48,0.05,,,,22.0,22.0,16.5,17.0,14.5,19.0,8.5,16.0,9.5,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,80.0,88.0,100.0,86.0,66.0,83.0,80.0,,,,,,8.44,8.74,8.12,7.41,7.74,8.76,9.19,,,,,,17.0,23.0,19.0,22.0,19.0,20.0,11.0,,,,,,,,,,,,
0,92.0,80.0,88.0,83.0,90.0,80.0,96.0,90.0,,,,,9.04,8.2,8.35,8.43,7.7,7.19,8.47,7.85,,,,,17.0,21.0,28.0,15.0,14.0,19.0,15.0,14.0,,,,,,,,,,,
0,68.0,88.0,100.0,100.0,86.0,85.0,100.0,,,,,,7.52,7.91,8.84,8.91,7.23,8.78,8.57,,,,,,17.0,19.0,24.0,20.0,16.0,16.0,19.0,,,,,,True,,,,,,
0,64.0,71.0,80.0,80.0,80.0,85.0,74.0,,,,,,6.55,5.36,6.51,7.09,7.799999999999999,7.86,7.859999999999999,,,,,,17.0,19.0,24.0,23.0,12.5,20.0,9.0,,,,,,True,,,,,,
0,81.0,85.0,91.0,80.0,70.0,78.0,85.0,,73.0,,,,6.29,5.78,8.73,6.9,6.98,8.01,7.3149999999999995,,,,,,17.0,24.0,21.0,22.0,16.0,19.0,11.5,,,,,,,,,,,,
1,75.0,25.0,0.0,,,,,,,,,,5.21,0.12,1.64,,,,,,,,,,17.0,17.0,13.0,,,,,,,,,,,,,,,,
0,67.0,72.0,77.0,87.0,95.0,69.0,64.0,,63.0,63.0,55.0,70.0,5.7,6.18,7.3,7.58,7.39,7.53,7.9,,,,,,22.0,22.0,12.5,17.0,26.0,26.0,13.0,,,,,,,,,,,,
1,71.0,56.0,25.0,39.0,46.0,45.0,56.0,50.0,,67.0,,,5.62,5.31,5.995,4.88,6.68,5.25,2.04,3.36,,,,,17.0,18.0,12.5,24.0,11.0,13.0,8.0,15.0,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
1,71.0,68.0,80.0,75.0,,55.0,,,,,,,6.76,3.31,7.0,4.4,,,,,,,,,17.0,19.0,18.0,23.0,,,,,,,,,True,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
1,80.0,67.0,60.0,64.0,79.0,66.0,69.0,78.0,86.0,70.0,,,4.34,4.17,4.75,4.75,5.13,6.26,5.23,5.81,6.29,0.23,,,22.0,15.0,15.0,23.0,11.5,18.0,15.0,15.0,16.0,7.0,,,,,,,,,
0,90.0,86.0,86.0,84.0,84.0,75.0,44.0,75.0,,,,,6.84,7.78,8.925,8.05,8.7,7.35,7.72,7.25,,,,,22.0,18.0,15.5,21.0,15.0,17.0,20.0,15.0,,,,,,,,,,,
0,81.0,84.0,76.0,82.0,90.0,80.0,80.0,,,,,,8.14,6.94,8.18,7.39,7.75,7.71,8.864999999999998,,,,,,17.0,24.0,22.0,17.0,16.0,19.0,10.0,,,,,,,,,,,,
1,67.0,85.0,76.0,66.0,42.0,49.0,79.0,,,,,,5.69,4.8,5.88,4.95,6.1850000000000005,6.78,5.25,,,,,,24.0,25.0,25.0,19.0,10.5,15.0,17.0,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,99.0,87.0,75.0,85.0,80.0,90.0,80.0,80.0,,,,,8.19,8.59,8.08,7.7,8.29,8.38,9.09,8.09,,,,,19.0,19.0,20.0,21.0,14.0,16.0,16.0,15.0,,,,,,,,,,,
0,87.0,96.0,94.0,78.0,83.0,86.0,90.0,83.0,,75.0,,,7.85,6.94,8.42,8.74,8.37,8.39,8.49,8.18,,,,,20.0,24.0,19.0,14.0,14.0,19.0,21.0,14.0,,,,,,,,,,,
0,80.0,92.0,97.0,82.0,100.0,78.0,68.0,,,,,,6.45,7.76,8.23,8.12,8.68,8.83,8.99,,,,,,22.0,19.0,26.0,17.0,16.0,16.0,15.0,,,,,,,,,,,,
0,72.0,93.0,100.0,100.0,86.0,95.0,100.0,,,,,,8.73,8.54,8.67,8.17,8.26,8.32,8.35,,,,,,19.0,21.0,21.0,19.0,18.0,19.0,9.0,,,,,,True,,,,,,
1,55.0,55.0,,43.0,,,,,,,,,3.76,0.93,,,,,,,,,,,20.0,13.0,,,,,,,,,,,True,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,
0,87.0,75.0,71.0,83.0,90.0,85.0,81.0,90.0,,,,,8.59,8.37,7.77,8.06,7.34,7.41,8.09,9.0,,,,,19.0,21.0,22.0,17.0,18.0,15.0,17.0,14.0,,,,,,,,,,,
0,78.0,68.0,76.0,66.0,70.0,50.0,58.0,56.0,67.0,75.0,,,5.9,6.44,7.1,7.22,7.11,5.98,5.795,5.34,5.27,0.0,,,24.0,22.0,23.0,18.0,19.0,19.0,9.5,7.0,11.0,10.0,,,,Bị cảnh cáo vì đóng học phí trễ,,Bị cảnh cáo vì đóng học phí trễ,,,
0,65.0,59.0,80.0,80.0,80.0,75.0,72.0,77.0,,,,,6.95,5.39,6.4,6.92,7.2,6.46,5.699999999999999,6.79,,,,,13.0,15.0,24.0,21.0,15.0,15.0,13.0,17.0,,,,,False,,,,,,
1,76.0,63.0,42.0,33.0,19.0,34.0,73.0,54.0,50.0,,50.0,,4.54,4.72,5.54,2.71,6.58,5.44,3.79,0.97,4.44,,,,13.0,20.0,14.0,18.0,23.0,21.0,12.5,21.0,19.0,,,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,79.0,72.0,62.0,61.0,82.0,61.0,52.0,37.0,,,,,4.55,4.03,5.785,2.88,5.93,1.89,4.67,0.69,,,,,22.0,15.0,13.0,18.0,12.0,25.0,13.5,18.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,80.0,75.0,80.0,85.0,80.0,85.0,100.0,,,,,,7.78,7.69,8.58,7.29,7.55,9.23,7.86,,,,,,17.0,21.0,22.0,20.0,16.0,16.0,15.0,,,,,,True,,,,,,
0,58.0,38.0,68.0,83.0,90.0,100.0,86.0,,,,,,7.0,5.49,7.79,7.36,7.99,7.92,7.76,,,,,,17.0,15.0,27.0,30.0,23.0,20.0,20.0,,,,,,,,,,,,
0,65.0,63.0,64.0,44.0,76.0,85.0,80.0,85.0,,50.0,58.0,,6.91,6.14,6.89,5.84,7.315,6.34,7.665,7.43,,,,,19.0,19.0,21.0,17.0,12.5,19.0,9.5,12.0,,,,,,,,,,,
1,80.0,80.0,68.0,72.0,,,53.0,,,,,,3.55,4.06,6.16,5.65,,,,,,,,,16.0,20.0,14.5,22.0,,,,,,,,,False,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,77.0,88.0,81.0,95.0,95.0,90.0,90.0,84.0,77.0,,,,8.89,8.13,7.43,7.14,7.06,7.07,8.08,5.38,8.6,,,,15.0,20.0,25.0,19.0,20.0,19.0,17.0,11.0,10.0,,,,,,,,,,
0,72.0,87.0,82.0,92.0,70.0,85.0,86.0,,55.0,,,,5.24,6.14,7.404999999999999,6.78,6.91,7.1,8.08,,,,,,17.0,20.0,16.0,15.0,16.0,24.0,13.0,,,,,,,,,,,,
1,83.0,73.0,56.0,,39.0,,,,,,,,7.57,5.41,8.3,,,,,,,,,,17.0,20.0,24.0,,,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,87.0,88.0,,,,,,,,,,,7.55,1.21,,,,,,,,,,,15.0,21.0,,,,,,,,,,,True,,,,,,
0,85.0,81.0,66.0,72.0,80.0,74.0,80.0,80.0,,50.0,58.0,,7.23,6.22,6.64,6.72,6.51,5.86,8.16,3.31,,,,,19.0,19.0,22.0,20.0,12.0,19.0,17.0,7.0,,,,,,,,,,,
0,69.0,67.0,87.0,86.0,89.0,70.0,68.0,69.0,,,,,6.64,5.31,8.275,8.75,8.11,7.66,7.04,7.5,,,,,18.0,21.0,14.5,16.0,20.0,16.0,22.0,15.0,,,,,,,,,,,
0,100.0,76.0,94.0,88.0,100.0,81.0,71.0,74.0,,,,,7.02,5.47,6.76,7.92,8.649999999999999,7.92,8.02,8.8,,,,,22.0,18.0,25.0,22.0,9.0,22.0,15.0,5.0,,,,,,,,,,,
1,76.0,72.0,,25.0,,,,,,,,,5.3,5.02,,,,,,,,,,,17.0,17.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
1,46.0,53.0,,,,,,,,,,,2.07,0.92,,,,,,,,,,,17.0,13.0,,,,,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,85.0,75.0,68.0,86.0,90.0,85.0,81.0,90.0,,68.0,,,8.58,6.54,7.38,8.27,7.26,7.89,8.16,6.68,,,,,13.0,24.0,26.0,15.0,15.0,19.0,17.0,14.0,,,,,,,,,,,
1,84.0,52.0,63.0,58.0,53.0,65.0,75.0,82.0,65.0,70.0,50.0,,1.58,4.44,6.4399999999999995,3.09,5.435,4.79,5.63,5.17,4.984999999999999,4.76,5.23,,13.0,21.0,13.0,19.0,16.0,24.0,15.5,23.0,12.0,20.0,10.5,,,,,,,,
0,96.0,74.0,64.0,75.0,85.0,80.0,65.0,60.0,50.0,,,,6.54,6.53,3.175,6.68,6.8100000000000005,6.31,6.94,6.72,,,,,17.0,20.0,14.0,20.0,15.0,15.0,17.0,10.0,,,,,,Được xem xét hạ mức,,,,,
0,80.0,63.0,51.0,75.0,76.0,80.0,75.0,79.0,56.0,,53.0,,8.13,5.71,6.4,6.98,7.24,6.77,5.35,5.15,6.38,,,,13.0,17.0,25.0,21.0,11.0,14.0,20.0,19.0,14.0,,,,,,,,,,
1,77.0,76.0,90.0,77.0,66.0,66.0,60.0,,,,,,8.73,7.52,7.9,7.52,7.76,7.28,6.41,,,,,,13.0,24.0,23.0,21.0,19.0,24.0,18.0,,,,,,,,,,,,
0,95.0,67.0,100.0,100.0,100.0,99.0,84.0,72.0,,,,,6.75,6.44,6.75,8.49,5.4,7.53,5.92,8.36,,,,,22.0,24.0,28.0,17.0,15.0,19.0,16.0,11.0,,,,,,,,,,,
0,69.0,80.0,53.0,70.0,67.0,52.0,76.0,,60.0,65.0,,,5.62,6.74,3.195,6.35,4.67,6.92,7.18,,,,,,17.0,22.0,17.5,17.0,13.0,14.0,21.0,,,,,,,,,,,,
0,91.0,92.0,100.0,100.0,100.0,95.0,95.0,,78.0,,,,6.97,6.98,8.34,8.42,7.87,7.84,8.63,,,,,,13.0,17.0,17.0,21.0,19.0,17.0,12.0,,,,,,True,,,,,,
0,90.0,53.0,63.0,50.0,70.0,51.0,48.0,63.0,64.0,70.0,54.0,,7.21,4.25,6.1,6.81,6.305,5.6,5.425,0.0,5.69,5.43,5.68,,17.0,22.0,24.0,20.0,12.0,17.0,10.5,13.0,9.0,9.0,14.0,,,Bị cảnh cáo vì đóng học phí trễ,Được xem xét hạ mức,Bị cảnh cáo vì đóng học phí trễ,,,
0,82.0,73.0,64.0,81.0,85.0,75.0,86.0,85.0,,,,,7.94,7.56,8.21,8.54,7.78,7.98,9.1,8.93,,,,,17.0,20.0,28.0,16.0,16.0,16.0,15.0,18.0,,,,,,,,,,,
0,64.0,56.0,86.0,69.0,60.0,66.0,61.0,50.0,,,,,0.0,7.88,8.725,7.28,7.08,7.82,8.35,8.59,,,,,17.0,22.0,12.0,19.0,19.0,14.0,19.0,15.0,,,,,,,,,,,
0,87.0,85.0,76.0,88.0,90.0,75.0,86.0,95.0,,,,,7.85,6.69,6.76,7.16,7.63,7.76,8.54,8.15,,,,,17.0,21.0,22.0,19.0,18.0,16.0,18.0,8.0,,,,,,,,,,,
1,61.0,74.0,81.0,67.0,81.0,56.0,56.0,,,,,,3.81,2.73,5.265,3.19,5.390000000000001,5.08,0.16,,,,,,18.0,15.0,16.5,28.0,18.5,26.0,18.0,,,,,,,,,,,,
0,70.0,72.0,91.0,72.0,75.0,54.0,70.0,,,,,,6.39,5.92,4.885,8.38,7.71,6.53,6.46,,,,,,22.0,19.0,13.5,22.0,14.0,18.0,20.0,,,,,,,,,,,,
0,86.0,88.0,90.0,90.0,90.0,95.0,100.0,99.0,,,,,7.77,8.42,8.0,7.67,8.27,8.45,8.62,8.65,,,,,17.0,21.0,24.0,21.0,19.0,17.0,18.0,6.0,,,,,True,,,,,,
0,79.0,100.0,100.0,95.0,99.0,100.0,88.0,,,,,,7.85,7.61,7.61,6.63,5.83,7.8,7.15,,,,,,17.0,21.0,23.0,23.0,16.0,16.0,19.0,,,,,,True,,,,,,
0,87.0,90.0,95.0,90.0,60.0,67.0,100.0,,,,,,8.58,8.09,7.72,8.15,7.92,8.9,8.58,,,,,,13.0,21.0,24.0,22.0,20.0,16.0,15.0,,,,,,,,,,,,
0,91.0,74.0,69.0,80.0,86.0,70.0,64.0,81.0,,,,,6.61,6.72,6.34,8.12,7.99,8.3,7.94,8.54,,,,,18.0,18.0,25.0,21.0,14.0,18.0,15.0,11.0,,,,,,,,,,,
1,88.0,64.0,47.0,68.0,78.0,55.0,,,,,,,4.32,1.04,5.5,4.55,1.93,0.73,,,,,,,13.0,18.0,20.0,22.0,6.0,12.0,,,,,,,,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,,,,,
0,84.0,74.0,83.0,82.0,64.0,68.0,68.0,83.0,,70.0,,,6.73,5.98,7.39,7.13,7.14,7.9,8.24,8.83,,,,,13.0,22.0,23.0,20.0,19.0,16.0,16.0,9.0,,,,,,,,,,,
0,95.0,90.0,90.0,93.0,95.0,90.0,86.0,,,,,,8.78,7.62,7.77,7.82,8.13,8.07,8.18,,,,,,17.0,21.0,22.0,17.0,16.0,20.0,17.0,,,,,,,,,,,,
1,79.0,38.0,,25.0,,,,,,,,,3.46,0.17,,,,,,,,,,,19.0,17.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
1,72.0,72.0,,,68.0,,58.0,,,,,,7.67,5.05,,,6.61,,,,,,,,15.0,15.0,,,17.0,,,,,,,,False,,,,,,
1,62.0,49.0,81.0,57.0,54.0,44.0,56.0,70.0,,,,,2.76,4.35,6.32,5.96,4.805,3.91,4.93,2.45,,,,,17.0,24.0,13.5,21.0,16.5,15.0,14.5,17.0,,,,,,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,,,,,
1,85.0,64.0,41.0,71.0,79.0,79.0,71.0,70.0,58.0,,,,5.78,2.17,3.28,5.06,6.16,5.18,3.05,3.25,3.52,,,,17.0,15.0,18.0,22.0,12.0,21.0,20.0,21.0,18.0,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,79.0,80.0,85.0,90.0,90.0,95.0,100.0,,,,,,7.19,7.2,7.77,7.88,8.95,8.38,7.95,,,,,,17.0,21.0,24.0,19.0,17.0,16.0,9.0,,,,,,True,,,,,,
1,84.0,74.0,63.0,83.0,77.0,55.0,85.0,60.0,,,,,4.54,2.55,3.71,6.23,1.6,3.76,4.6,2.35,,,,,13.0,17.0,15.0,16.0,12.0,11.0,6.0,6.0,,,,,,,,,,,
0,59.0,75.0,91.0,72.0,85.0,68.0,66.0,,,,,,5.86,5.18,7.575,5.82,7.46,7.05,8.49,,,,,,22.0,19.0,15.0,26.0,29.0,20.0,21.0,,,,,,,,,,,,
0,60.0,52.0,82.0,68.0,67.0,73.0,73.0,68.0,65.0,,,,7.94,7.21,7.26,7.0,7.31,7.35,7.87,7.86,7.5,,,,17.0,22.0,23.0,22.0,14.0,19.0,20.0,14.0,4.0,,,,,,,,,,
0,88.0,76.0,94.0,73.0,82.0,71.0,71.0,,71.0,63.0,,,6.25,5.26,7.15,6.49,6.96,7.14,7.74,,,,,,22.0,21.0,20.0,24.0,14.0,14.0,25.0,,,,,,,,,,,,
1,100.0,80.0,,20.0,,,,,,,,,7.53,5.56,,,,,,,,,,,17.0,23.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,87.0,95.0,90.0,100.0,95.0,85.0,100.0,,,,,,7.62,7.11,7.73,7.77,7.32,7.75,7.17,,,,,,19.0,17.0,20.0,20.0,20.0,16.0,15.0,,,,,,True,,,,,,
0,62.0,67.0,57.0,81.0,66.0,76.0,80.0,,,,,,5.03,4.18,7.43,5.21,7.3,6.22,8.48,,,,,,17.0,20.0,14.0,22.0,26.0,20.0,11.5,,,,,,,,,,,,
0,83.0,61.0,64.0,73.0,80.0,75.0,76.0,75.0,,,,,8.56,6.96,7.6,7.27,7.2,7.14,8.48,7.9,,,,,17.0,20.0,21.0,22.0,14.0,16.0,16.0,15.0,,,,,,,,,,,
0,75.0,67.0,64.0,73.0,76.0,75.0,86.0,90.0,,,,,8.59,7.07,7.64,7.59,6.44,7.4,8.61,7.59,,,,,17.0,21.0,21.0,20.0,14.0,19.0,16.0,20.0,,,,,,,,,,,
0,91.0,84.0,79.0,100.0,95.0,95.0,91.0,,,,,,7.99,8.05,8.2,8.12,7.81,7.93,8.75,,,,,,17.0,21.0,26.0,19.0,14.0,16.0,21.0,,,,,,,,,,,,
0,70.0,90.0,90.0,100.0,80.0,100.0,95.0,100.0,,,,,7.62,7.26,6.78,7.77,8.32,7.48,8.72,9.06,,,,,19.0,21.0,24.0,15.0,18.0,16.0,13.0,8.0,,,,,True,,,,,,
0,69.0,80.0,87.0,69.0,60.0,80.0,73.0,68.0,,,,,6.97,8.41,7.15,7.16,7.65,8.52,7.94,8.48,,,,,17.0,21.0,22.0,17.0,16.0,14.0,15.0,12.0,,,,,,,,,,,
0,58.0,63.0,57.0,47.0,85.0,61.0,64.0,,57.0,,,,5.61,5.74,5.4350000000000005,3.25,6.73,7.26,6.915,,,,,,18.0,19.0,13.0,22.0,28.0,26.0,17.5,,,,,,,,,,,,
0,95.0,77.0,74.0,82.0,92.0,78.0,64.0,65.0,,70.0,55.0,,6.02,7.03,6.4,7.01,6.35,6.77,6.24,7.47,,,,,22.0,18.0,26.0,19.0,20.0,19.0,16.0,18.0,,,,,,,,,,,
1,72.0,66.0,,25.0,,,,,,,,,4.79,4.06,,,,,,,,,,,17.0,16.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,76.0,85.0,100.0,85.0,100.0,100.0,,,,,,,7.56,8.24,8.24,8.26,8.06,9.59,,,,,,,16.0,19.0,21.0,24.0,20.0,14.0,,,,,,,False,,,,,,
0,76.0,64.0,97.0,66.0,60.0,61.0,61.0,77.0,64.0,70.0,,,6.85,6.73,7.220000000000001,6.96,7.38,7.42,6.98,6.6,5.18,3.8,,,17.0,19.0,14.0,21.0,19.0,20.0,16.0,16.0,10.0,4.0,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,88.0,68.0,64.0,78.0,85.0,75.0,76.0,,45.0,50.0,53.0,,7.85,7.14,7.13,7.46,7.0,7.05,6.91,,,,,,17.0,21.0,20.0,22.0,23.0,21.0,13.0,,,,,,,,,,,,
0,92.0,84.0,86.0,90.0,75.0,72.0,48.0,66.0,,63.0,,,7.25,8.27,7.94,8.09,6.38,7.03,3.82,7.56,,,,,22.0,22.0,26.0,14.0,15.0,15.0,20.0,18.0,,,,,,,,,,,
0,100.0,85.0,76.0,100.0,90.0,85.0,90.0,,,,,,7.95,7.29,6.58,7.63,7.42,7.75,7.95,,,,,,17.0,20.0,23.0,24.0,20.0,15.0,20.0,,,,,,,,,,,,
